"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-01","1982","01","01","","-24.5","","-34.5","","-29.5","","47.5","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-02","1982","01","02","","-25.0","","-32.5","","-28.8","","46.8","","0.0","","0.0","","1.0","","1.0","","9","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-03","1982","01","03","","-25.5","","-32.0","","-28.8","","46.8","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-04","1982","01","04","","-30.0","","-36.0","","-33.0","","51.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-05","1982","01","05","","-24.0","","-39.0","","-31.5","","49.5","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-06","1982","01","06","","-15.0","","-38.0","","-26.5","","44.5","","0.0","","0.0","","3.0","","3.0","","10","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-07","1982","01","07","","-27.0","","-29.0","","-28.0","","46.0","","0.0","","0.0","","4.0","","4.0","","13","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-08","1982","01","08","","-22.0","","-30.0","","-26.0","","44.0","","0.0","","0.0","","3.0","","3.0","","17","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-09","1982","01","09","","-22.0","","-28.0","","-25.0","","43.0","","0.0","","0.0","","2.0","","2.0","","20","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-10","1982","01","10","","-22.0","","-28.0","","-25.0","","43.0","","0.0","","0.0","","4.0","","4.0","","22","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-11","1982","01","11","","-18.0","","-27.0","","-22.5","","40.5","","0.0","","0.0","","4.0","","4.0","","22","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-12","1982","01","12","","-11.0","","-22.0","","-16.5","","34.5","","0.0","","0.0","","3.0","","3.0","","22","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-13","1982","01","13","","4.0","","-27.0","","-11.5","","29.5","","0.0","","0.0","","1.0","","1.0","","22","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-14","1982","01","14","","-17.0","","-19.0","","-18.0","","36.0","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-15","1982","01","15","","-25.0","","-28.5","","-26.8","","44.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-16","1982","01","16","","-16.0","","-31.0","","-23.5","","41.5","","0.0","","0.0","","6.2","","6.2","","22","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-17","1982","01","17","","-15.0","","-30.0","","-22.5","","40.5","","0.0","","0.0","","1.2","","1.2","","27","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-18","1982","01","18","","-25.0","","-26.0","","-25.5","","43.5","","0.0","","0.0","","0.0","","0.0","","27","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-19","1982","01","19","","-24.0","","-42.0","","-33.0","","51.0","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-20","1982","01","20","","-27.0","","-41.0","","-34.0","","52.0","","0.0","","0.0","","0.0","T","0.0","T","26","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-21","1982","01","21","","-28.0","","-41.0","","-34.5","","52.5","","0.0","","0.0","","1.0","","1.0","","25","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-22","1982","01","22","","-25.0","","-40.0","","-32.5","","50.5","","0.0","","0.0","","2.0","","2.0","","26","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-23","1982","01","23","","-26.0","","-30.0","","-28.0","","46.0","","0.0","","0.0","","5.0","","5.0","","27","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-24","1982","01","24","","-4.0","","-31.0","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-25","1982","01","25","","0.0","","-27.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-26","1982","01","26","","-9.0","","-11.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-27","1982","01","27","","-20.0","","-27.0","","-23.5","","41.5","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-28","1982","01","28","","-16.0","","-27.0","","-21.5","","39.5","","0.0","","0.0","","6.0","","6.0","","23","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-29","1982","01","29","","-22.0","","-26.0","","-24.0","","42.0","","0.0","","0.0","","5.0","","5.0","","34","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-30","1982","01","30","","-12.0","","-26.0","","-19.0","","37.0","","0.0","","0.0","","0.0","T","0.0","T","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-01-31","1982","01","31","","-12.0","","-23.0","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-01","1982","02","01","","-17.0","","-17.0","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-02","1982","02","02","","-21.0","","-38.0","","-29.5","","47.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-03","1982","02","03","","-17.0","","-38.0","","-27.5","","45.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-04","1982","02","04","","-13.0","","-39.0","","-26.0","","44.0","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-05","1982","02","05","","-2.0","","-37.0","","-19.5","","37.5","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-06","1982","02","06","","-2.0","","-36.0","","-19.0","","37.0","","0.0","","0.0","","2.0","E","2.0","E","34","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-07","1982","02","07","","-15.0","","-17.0","","-16.0","","34.0","","0.0","","0.0","","2.0","E","2.0","E","32","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-08","1982","02","08","","-20.0","","-27.0","","-23.5","","41.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-09","1982","02","09","","-11.0","","-25.0","","-18.0","","36.0","","0.0","","0.0","","4.0","E","4.0","E","32","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-10","1982","02","10","","-13.0","","-24.0","","-18.5","","36.5","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-11","1982","02","11","","-12.0","","-15.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-12","1982","02","12","","-14.0","","-29.0","","-21.5","","39.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-13","1982","02","13","","-15.0","","-26.0","","-20.5","","38.5","","0.0","","0.0","","2.0","E","2.0","E","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-14","1982","02","14","","-14.0","","-20.0","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-15","1982","02","15","","-11.0","","-27.0","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-16","1982","02","16","","-8.0","","-19.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-17","1982","02","17","","3.0","","-17.0","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-18","1982","02","18","","4.0","","-11.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-19","1982","02","19","","10.0","","-15.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-20","1982","02","20","","6.0","","-7.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-21","1982","02","21","","-4.0","","-8.0","","-6.0","","24.0","","0.0","","0.0","","1.0","E","1.0","E","31","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-22","1982","02","22","","-6.0","","-19.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-23","1982","02","23","","-15.0","","-17.0","","-16.0","","34.0","","0.0","","0.0","","2.0","E","2.0","E","32","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-24","1982","02","24","","-21.0","","-24.0","","-22.5","","40.5","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-25","1982","02","25","","-20.0","","-32.0","","-26.0","","44.0","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-26","1982","02","26","","-9.0","","-30.0","","-19.5","","37.5","","0.0","","0.0","","4.0","E","4.0","E","33","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-27","1982","02","27","","-11.0","","-22.0","","-16.5","","34.5","","0.0","","0.0","","2.0","E","2.0","E","37","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-02-28","1982","02","28","","-12.5","","-27.0","","-19.8","","37.8","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-01","1982","03","01","","-19.0","","-20.0","","-19.5","","37.5","","0.0","","0.0","","10.0","","10.0","","40","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-02","1982","03","02","","-12.0","","-20.0","","-16.0","","34.0","","0.0","","0.0","","4.0","","4.0","","47","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-03","1982","03","03","","-15.0","","-22.0","","-18.5","","36.5","","0.0","","0.0","","0.0","","0.0","","50","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-04","1982","03","04","","-11.0","","-23.0","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","47","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-05","1982","03","05","","-3.0","","-23.0","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-06","1982","03","06","","-2.0","","-23.0","","-12.5","","30.5","","0.0","","0.0","","5.0","","5.0","","46","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-07","1982","03","07","","-11.0","","-16.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","47","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-08","1982","03","08","","-1.0","","-30.0","","-15.5","","33.5","","0.0","","0.0","","0.0","","0.0","","47","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-09","1982","03","09","","-2.0","","-17.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-10","1982","03","10","","4.5","","-9.0","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","43","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-11","1982","03","11","","0.5","","-11.0","","-5.3","","23.3","","0.0","","0.0","","21.0","","21.0","","42","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-12","1982","03","12","","-1.0","","-12.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","59","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-13","1982","03","13","","4.0","","-17.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","56","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-14","1982","03","14","","0.0","E","-15.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","54","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-15","1982","03","15","","1.0","","-18.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","52","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-16","1982","03","16","","-4.0","","-17.0","","-10.5","","28.5","","0.0","","0.0","","5.0","","5.0","","50","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-17","1982","03","17","","-5.0","","-12.0","","-8.5","","26.5","","0.0","","0.0","","2.0","","2.0","","53","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-18","1982","03","18","","-3.0","","-17.0","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","52","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-19","1982","03","19","","0.0","","-15.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","50","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-20","1982","03","20","","0.0","","-15.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","49","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-21","1982","03","21","","5.0","","-10.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","47","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-22","1982","03","22","","5.5","","-7.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-23","1982","03","23","","2.5","","-5.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","45","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-24","1982","03","24","","2.0","","-8.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-25","1982","03","25","","2.0","","-10.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","44","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-26","1982","03","26","","2.0","","-9.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","44","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-27","1982","03","27","","4.0","","-8.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","44","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-28","1982","03","28","","3.0","","-10.0","","-3.5","","21.5","","0.0","","0.0","","2.0","","2.0","","44","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-29","1982","03","29","","6.0","","-6.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","45","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-30","1982","03","30","","-7.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","43","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-03-31","1982","03","31","","-11.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","43","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-01","1982","04","01","","-9.0","","-19.0","","-14.0","","32.0","","0.0","","0.0","","4.0","","4.0","","56","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-02","1982","04","02","","-11.0","","-28.0","","-19.5","","37.5","","0.0","","0.0","","0.0","","0.0","","55","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-03","1982","04","03","","-8.0","","-30.0","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","54","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-04","1982","04","04","","-6.0","","-25.0","","-15.5","","33.5","","0.0","","0.0","","0.0","T","0.0","T","52","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-05","1982","04","05","","-2.0","","-20.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","52","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-06","1982","04","06","","-3.0","","-19.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-07","1982","04","07","","-2.0","E","-22.0","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-08","1982","04","08","","5.0","","-11.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-09","1982","04","09","","6.0","","-15.0","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","51","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-10","1982","04","10","","11.0","","-8.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","50","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-11","1982","04","11","","5.5","","-4.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-12","1982","04","12","","5.0","","-7.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","43","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-13","1982","04","13","","10.0","","0.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-14","1982","04","14","","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","","30.0","","30.0","","31","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-15","1982","04","15","","5.0","","-2.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","62","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-16","1982","04","16","","10.0","","-4.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-17","1982","04","17","","11.0","","-5.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-18","1982","04","18","","5.0","","-3.0","","1.0","","17.0","","0.0","","0.0","","5.0","","5.0","","42","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-19","1982","04","19","","7.0","","-6.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-20","1982","04","20","","11.0","","-3.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-21","1982","04","21","","18.0","","-1.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-22","1982","04","22","","18.5","","-3.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-23","1982","04","23","","15.0","","0.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-24","1982","04","24","","8.0","","-0.5","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-25","1982","04","25","","11.5","","-2.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-26","1982","04","26","","16.0","","-1.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-27","1982","04","27","","20.0","","-3.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-28","1982","04","28","","17.5","","0.0","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-29","1982","04","29","","11.0","","3.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-04-30","1982","04","30","","14.0","E","-5.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-01","1982","05","01","","21.0","","0.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-02","1982","05","02","","21.0","","4.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-03","1982","05","03","","14.0","","4.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-04","1982","05","04","","5.5","","-2.0","","1.8","","16.2","","0.0","","0.0","","1.0","","1.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-05","1982","05","05","","4.0","","-2.5","","0.8","","17.2","","0.0","","0.0","","7.0","","7.0","","1","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-06","1982","05","06","","5.0","","-2.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-07","1982","05","07","","5.0","","-5.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-08","1982","05","08","","10.0","","-6.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-09","1982","05","09","","12.0","","-4.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-10","1982","05","10","","15.0","","-4.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-11","1982","05","11","","22.0","","5.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-12","1982","05","12","","18.0","","6.0","","12.0","","6.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-13","1982","05","13","","18.0","","6.5","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-14","1982","05","14","","22.0","","8.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-15","1982","05","15","","24.0","","9.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-16","1982","05","16","","17.0","","6.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-17","1982","05","17","","23.0","","4.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-18","1982","05","18","","21.0","","9.0","","15.0","","3.0","","0.0","","18.0","","0.0","","18.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-19","1982","05","19","","14.0","","4.0","","9.0","","9.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-20","1982","05","20","","20.0","","3.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-21","1982","05","21","","23.0","","8.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-22","1982","05","22","","25.0","","9.5","","17.3","","0.7","","0.0","","21.0","","0.0","","21.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-23","1982","05","23","","16.5","","5.5","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-24","1982","05","24","","25.0","","4.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-112.87","53.68","ELK ISLAND NAT PARK","3012275","1982-05-25","1982","05","25","","14.0","","9.0","","11.5","","6.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
