value,j_day,pred,pred_subcategory
0.26,3366,temp,NA
0.26,3367,temp,NA
0.26,3368,temp,NA
0.26,3369,temp,NA
0.26,3370,temp,NA
0.26,3371,temp,NA
0.26,3372,temp,NA
0.26,3373,temp,NA
0.26,3374,temp,NA
0.26,3375,temp,NA
6.23,3376,temp,NA
6.23,3377,temp,NA
6.23,3378,temp,NA
6.23,3379,temp,NA
6.23,3380,temp,NA
6.23,3381,temp,NA
6.23,3382,temp,NA
6.23,3383,temp,NA
6.23,3384,temp,NA
6.23,3385,temp,NA
6.23,3386,temp,NA
6.23,3387,temp,NA
6.23,3388,temp,NA
6.23,3389,temp,NA
6.23,3390,temp,NA
6.23,3391,temp,NA
6.23,3392,temp,NA
6.23,3393,temp,NA
6.23,3394,temp,NA
6.23,3395,temp,NA
6.23,3396,temp,NA
6.23,3397,temp,NA
6.23,3398,temp,NA
6.23,3399,temp,NA
6.23,3400,temp,NA
6.23,3401,temp,NA
6.23,3402,temp,NA
6.23,3403,temp,NA
6.23,3404,temp,NA
6.23,3405,temp,NA
12.54,3406,temp,NA
12.54,3407,temp,NA
12.54,3408,temp,NA
12.54,3409,temp,NA
12.54,3410,temp,NA
12.54,3411,temp,NA
12.54,3412,temp,NA
12.54,3413,temp,NA
12.54,3414,temp,NA
12.54,3415,temp,NA
12.54,3416,temp,NA
12.54,3417,temp,NA
12.54,3418,temp,NA
12.54,3419,temp,NA
12.54,3420,temp,NA
12.54,3421,temp,NA
12.54,3422,temp,NA
12.54,3423,temp,NA
12.54,3424,temp,NA
12.54,3425,temp,NA
12.54,3426,temp,NA
12.54,3427,temp,NA
12.54,3428,temp,NA
12.54,3429,temp,NA
12.54,3430,temp,NA
12.54,3431,temp,NA
12.54,3432,temp,NA
12.54,3433,temp,NA
12.54,3434,temp,NA
12.54,3435,temp,NA
12.54,3436,temp,NA
17.72,3437,temp,NA
17.72,3438,temp,NA
17.72,3439,temp,NA
17.72,3440,temp,NA
17.72,3441,temp,NA
17.72,3442,temp,NA
17.72,3443,temp,NA
17.72,3444,temp,NA
17.72,3445,temp,NA
17.72,3446,temp,NA
17.72,3447,temp,NA
17.72,3448,temp,NA
17.72,3449,temp,NA
17.72,3450,temp,NA
17.72,3451,temp,NA
17.72,3452,temp,NA
17.72,3453,temp,NA
17.72,3454,temp,NA
17.72,3455,temp,NA
17.72,3456,temp,NA
17.72,3457,temp,NA
17.72,3458,temp,NA
17.72,3459,temp,NA
17.72,3460,temp,NA
17.72,3461,temp,NA
17.72,3462,temp,NA
17.72,3463,temp,NA
17.72,3464,temp,NA
17.72,3465,temp,NA
17.72,3466,temp,NA
20.79,3467,temp,NA
20.79,3468,temp,NA
20.79,3469,temp,NA
20.79,3470,temp,NA
20.79,3471,temp,NA
20.79,3472,temp,NA
20.79,3473,temp,NA
20.79,3474,temp,NA
20.79,3475,temp,NA
20.79,3476,temp,NA
20.79,3477,temp,NA
20.79,3478,temp,NA
20.79,3479,temp,NA
20.79,3480,temp,NA
20.79,3481,temp,NA
20.79,3482,temp,NA
20.79,3483,temp,NA
20.79,3484,temp,NA
20.79,3485,temp,NA
20.79,3486,temp,NA
20.79,3487,temp,NA
20.79,3488,temp,NA
20.79,3489,temp,NA
20.79,3490,temp,NA
20.79,3491,temp,NA
20.79,3492,temp,NA
20.79,3493,temp,NA
20.79,3494,temp,NA
20.79,3495,temp,NA
20.79,3496,temp,NA
20.79,3497,temp,NA
20.09,3498,temp,NA
20.09,3499,temp,NA
20.09,3500,temp,NA
20.09,3501,temp,NA
20.09,3502,temp,NA
20.09,3503,temp,NA
20.09,3504,temp,NA
20.09,3505,temp,NA
20.09,3506,temp,NA
20.09,3507,temp,NA
20.09,3508,temp,NA
20.09,3509,temp,NA
20.09,3510,temp,NA
20.09,3511,temp,NA
20.09,3512,temp,NA
20.09,3513,temp,NA
20.09,3514,temp,NA
20.09,3515,temp,NA
20.09,3516,temp,NA
20.09,3517,temp,NA
20.09,3518,temp,NA
20.09,3519,temp,NA
20.09,3520,temp,NA
20.09,3521,temp,NA
20.09,3522,temp,NA
20.09,3523,temp,NA
20.09,3524,temp,NA
20.09,3525,temp,NA
20.09,3526,temp,NA
20.09,3527,temp,NA
20.09,3528,temp,NA
16.23,3529,temp,NA
16.23,3530,temp,NA
16.23,3531,temp,NA
16.23,3532,temp,NA
16.23,3533,temp,NA
16.23,3534,temp,NA
16.23,3535,temp,NA
16.23,3536,temp,NA
16.23,3537,temp,NA
16.23,3538,temp,NA
16.23,3539,temp,NA
16.23,3540,temp,NA
16.23,3541,temp,NA
16.23,3542,temp,NA
16.23,3543,temp,NA
16.23,3544,temp,NA
16.23,3545,temp,NA
16.23,3546,temp,NA
16.23,3547,temp,NA
16.23,3548,temp,NA
16.23,3549,temp,NA
16.23,3550,temp,NA
16.23,3551,temp,NA
16.23,3552,temp,NA
16.23,3553,temp,NA
16.23,3554,temp,NA
16.23,3555,temp,NA
16.23,3556,temp,NA
16.23,3557,temp,NA
16.23,3558,temp,NA
9.82,3559,temp,NA
9.82,3560,temp,NA
9.82,3561,temp,NA
9.82,3562,temp,NA
9.82,3563,temp,NA
9.82,3564,temp,NA
9.82,3565,temp,NA
9.82,3566,temp,NA
9.82,3567,temp,NA
9.82,3568,temp,NA
9.82,3569,temp,NA
9.82,3570,temp,NA
9.82,3571,temp,NA
9.82,3572,temp,NA
9.82,3573,temp,NA
9.82,3574,temp,NA
9.82,3575,temp,NA
9.82,3576,temp,NA
9.82,3577,temp,NA
9.82,3578,temp,NA
9.82,3579,temp,NA
9.82,3580,temp,NA
9.82,3581,temp,NA
9.82,3582,temp,NA
9.82,3583,temp,NA
9.82,3584,temp,NA
9.82,3585,temp,NA
9.82,3586,temp,NA
9.82,3587,temp,NA
9.82,3588,temp,NA
9.82,3589,temp,NA
4.21,3590,temp,NA
4.21,3591,temp,NA
4.21,3592,temp,NA
4.21,3593,temp,NA
4.21,3594,temp,NA
4.21,3595,temp,NA
4.21,3596,temp,NA
4.21,3597,temp,NA
4.21,3598,temp,NA
4.21,3599,temp,NA
4.21,3600,temp,NA
4.21,3601,temp,NA
4.21,3602,temp,NA
4.21,3603,temp,NA
4.21,3604,temp,NA
4.21,3605,temp,NA
4.21,3606,temp,NA
4.21,3607,temp,NA
4.21,3608,temp,NA
4.21,3609,temp,NA
4.21,3610,temp,NA
4.21,3611,temp,NA
4.21,3612,temp,NA
4.21,3613,temp,NA
4.21,3614,temp,NA
4.21,3615,temp,NA
4.21,3616,temp,NA
4.21,3617,temp,NA
4.21,3618,temp,NA
4.21,3619,temp,NA
-0,3620,temp,NA
-0,3621,temp,NA
-0,3622,temp,NA
-0,3623,temp,NA
-0,3624,temp,NA
-0,3625,temp,NA
-0,3626,temp,NA
-0,3627,temp,NA
-0,3628,temp,NA
-0,3629,temp,NA
-0,3630,temp,NA
-0,3631,temp,NA
-0,3632,temp,NA
-0,3633,temp,NA
-0,3634,temp,NA
-0,3635,temp,NA
-0,3636,temp,NA
-0,3637,temp,NA
-0,3638,temp,NA
-0,3639,temp,NA
-0,3640,temp,NA
-0,3641,temp,NA
-0,3642,temp,NA
-0,3643,temp,NA
-0,3644,temp,NA
-0,3645,temp,NA
-0,3646,temp,NA
-0,3647,temp,NA
-0,3648,temp,NA
-0,3649,temp,NA
-0,3650,temp,NA
-0,3651,temp,NA
-0,3652,temp,NA
-0,3653,temp,NA
-0,3654,temp,NA
-0,3655,temp,NA
-0,3656,temp,NA
-0,3657,temp,NA
-0,3658,temp,NA
-0,3659,temp,NA
-0,3660,temp,NA
-0,3661,temp,NA
-0,3662,temp,NA
-0,3663,temp,NA
-0,3664,temp,NA
-0,3665,temp,NA
-0,3666,temp,NA
-0,3667,temp,NA
-0,3668,temp,NA
-0,3669,temp,NA
-0,3670,temp,NA
-0,3671,temp,NA
-0,3672,temp,NA
-0,3673,temp,NA
-0,3674,temp,NA
-0,3675,temp,NA
-0,3676,temp,NA
-0,3677,temp,NA
-0,3678,temp,NA
-0,3679,temp,NA
-0,3680,temp,NA
-0,3681,temp,NA
-0,3682,temp,NA
-0,3683,temp,NA
-0,3684,temp,NA
-0,3685,temp,NA
-0,3686,temp,NA
-0,3687,temp,NA
-0,3688,temp,NA
-0,3689,temp,NA
-0,3690,temp,NA
-0,3691,temp,NA
-0,3692,temp,NA
-0,3693,temp,NA
-0,3694,temp,NA
-0,3695,temp,NA
-0,3696,temp,NA
-0,3697,temp,NA
-0,3698,temp,NA
-0,3699,temp,NA
-0,3700,temp,NA
-0,3701,temp,NA
-0,3702,temp,NA
-0,3703,temp,NA
-0,3704,temp,NA
-0,3705,temp,NA
-0,3706,temp,NA
-0,3707,temp,NA
-0,3708,temp,NA
-0,3709,temp,NA
0.26,3710,temp,NA
0.26,3711,temp,NA
0.26,3712,temp,NA
0.26,3713,temp,NA
0.26,3714,temp,NA
0.26,3715,temp,NA
0.26,3716,temp,NA
0.26,3717,temp,NA
0.26,3718,temp,NA
0.26,3719,temp,NA
0.26,3720,temp,NA
0.26,3721,temp,NA
0.26,3722,temp,NA
0.26,3723,temp,NA
0.26,3724,temp,NA
0.26,3725,temp,NA
0.26,3726,temp,NA
0.26,3727,temp,NA
0.26,3728,temp,NA
0.26,3729,temp,NA
0.26,3730,temp,NA
0.26,3731,temp,NA
0.26,3732,temp,NA
0.26,3733,temp,NA
0.26,3734,temp,NA
0.26,3735,temp,NA
0.26,3736,temp,NA
0.26,3737,temp,NA
0.26,3738,temp,NA
0.26,3739,temp,NA
0.26,3740,temp,NA
6.23,3741,temp,NA
6.23,3742,temp,NA
6.23,3743,temp,NA
6.23,3744,temp,NA
6.23,3745,temp,NA
6.23,3746,temp,NA
6.23,3747,temp,NA
6.23,3748,temp,NA
6.23,3749,temp,NA
6.23,3750,temp,NA
6.23,3751,temp,NA
6.23,3752,temp,NA
6.23,3753,temp,NA
6.23,3754,temp,NA
6.23,3755,temp,NA
6.23,3756,temp,NA
6.23,3757,temp,NA
6.23,3758,temp,NA
6.23,3759,temp,NA
6.23,3760,temp,NA
6.23,3761,temp,NA
6.23,3762,temp,NA
6.23,3763,temp,NA
6.23,3764,temp,NA
6.23,3765,temp,NA
6.23,3766,temp,NA
6.23,3767,temp,NA
6.23,3768,temp,NA
6.23,3769,temp,NA
6.23,3770,temp,NA
12.54,3771,temp,NA
12.54,3772,temp,NA
12.54,3773,temp,NA
12.54,3774,temp,NA
12.54,3775,temp,NA
12.54,3776,temp,NA
12.54,3777,temp,NA
12.54,3778,temp,NA
12.54,3779,temp,NA
12.54,3780,temp,NA
12.54,3781,temp,NA
12.54,3782,temp,NA
12.54,3783,temp,NA
12.54,3784,temp,NA
12.54,3785,temp,NA
12.54,3786,temp,NA
12.54,3787,temp,NA
12.54,3788,temp,NA
12.54,3789,temp,NA
12.54,3790,temp,NA
12.54,3791,temp,NA
12.54,3792,temp,NA
12.54,3793,temp,NA
12.54,3794,temp,NA
12.54,3795,temp,NA
12.54,3796,temp,NA
12.54,3797,temp,NA
12.54,3798,temp,NA
12.54,3799,temp,NA
12.54,3800,temp,NA
12.54,3801,temp,NA
17.72,3802,temp,NA
17.72,3803,temp,NA
17.72,3804,temp,NA
17.72,3805,temp,NA
17.72,3806,temp,NA
17.72,3807,temp,NA
17.72,3808,temp,NA
17.72,3809,temp,NA
17.72,3810,temp,NA
17.72,3811,temp,NA
17.72,3812,temp,NA
17.72,3813,temp,NA
17.72,3814,temp,NA
17.72,3815,temp,NA
17.72,3816,temp,NA
17.72,3817,temp,NA
17.72,3818,temp,NA
17.72,3819,temp,NA
17.72,3820,temp,NA
17.72,3821,temp,NA
17.72,3822,temp,NA
17.72,3823,temp,NA
17.72,3824,temp,NA
17.72,3825,temp,NA
17.72,3826,temp,NA
17.72,3827,temp,NA
17.72,3828,temp,NA
17.72,3829,temp,NA
17.72,3830,temp,NA
17.72,3831,temp,NA
20.79,3832,temp,NA
20.79,3833,temp,NA
20.79,3834,temp,NA
20.79,3835,temp,NA
20.79,3836,temp,NA
20.79,3837,temp,NA
20.79,3838,temp,NA
20.79,3839,temp,NA
20.79,3840,temp,NA
20.79,3841,temp,NA
20.79,3842,temp,NA
20.79,3843,temp,NA
20.79,3844,temp,NA
20.79,3845,temp,NA
20.79,3846,temp,NA
20.79,3847,temp,NA
20.79,3848,temp,NA
20.79,3849,temp,NA
20.79,3850,temp,NA
20.79,3851,temp,NA
20.79,3852,temp,NA
20.79,3853,temp,NA
20.79,3854,temp,NA
20.79,3855,temp,NA
20.79,3856,temp,NA
20.79,3857,temp,NA
20.79,3858,temp,NA
20.79,3859,temp,NA
20.79,3860,temp,NA
20.79,3861,temp,NA
20.79,3862,temp,NA
20.09,3863,temp,NA
20.09,3864,temp,NA
20.09,3865,temp,NA
20.09,3866,temp,NA
20.09,3867,temp,NA
20.09,3868,temp,NA
20.09,3869,temp,NA
20.09,3870,temp,NA
20.09,3871,temp,NA
20.09,3872,temp,NA
20.09,3873,temp,NA
20.09,3874,temp,NA
20.09,3875,temp,NA
20.09,3876,temp,NA
20.09,3877,temp,NA
20.09,3878,temp,NA
20.09,3879,temp,NA
20.09,3880,temp,NA
20.09,3881,temp,NA
20.09,3882,temp,NA
20.09,3883,temp,NA
20.09,3884,temp,NA
20.09,3885,temp,NA
20.09,3886,temp,NA
20.09,3887,temp,NA
20.09,3888,temp,NA
20.09,3889,temp,NA
20.09,3890,temp,NA
20.09,3891,temp,NA
20.09,3892,temp,NA
20.09,3893,temp,NA
16.23,3894,temp,NA
16.23,3895,temp,NA
16.23,3896,temp,NA
16.23,3897,temp,NA
16.23,3898,temp,NA
16.23,3899,temp,NA
16.23,3900,temp,NA
16.23,3901,temp,NA
16.23,3902,temp,NA
16.23,3903,temp,NA
16.23,3904,temp,NA
16.23,3905,temp,NA
16.23,3906,temp,NA
16.23,3907,temp,NA
16.23,3908,temp,NA
16.23,3909,temp,NA
16.23,3910,temp,NA
16.23,3911,temp,NA
16.23,3912,temp,NA
16.23,3913,temp,NA
16.23,3914,temp,NA
16.23,3915,temp,NA
16.23,3916,temp,NA
16.23,3917,temp,NA
16.23,3918,temp,NA
16.23,3919,temp,NA
16.23,3920,temp,NA
16.23,3921,temp,NA
16.23,3922,temp,NA
16.23,3923,temp,NA
9.82,3924,temp,NA
9.82,3925,temp,NA
9.82,3926,temp,NA
9.82,3927,temp,NA
9.82,3928,temp,NA
9.82,3929,temp,NA
9.82,3930,temp,NA
9.82,3931,temp,NA
9.82,3932,temp,NA
9.82,3933,temp,NA
9.82,3934,temp,NA
9.82,3935,temp,NA
9.82,3936,temp,NA
9.82,3937,temp,NA
9.82,3938,temp,NA
9.82,3939,temp,NA
9.82,3940,temp,NA
9.82,3941,temp,NA
9.82,3942,temp,NA
9.82,3943,temp,NA
9.82,3944,temp,NA
9.82,3945,temp,NA
9.82,3946,temp,NA
9.82,3947,temp,NA
9.82,3948,temp,NA
9.82,3949,temp,NA
9.82,3950,temp,NA
9.82,3951,temp,NA
9.82,3952,temp,NA
9.82,3953,temp,NA
9.82,3954,temp,NA
4.21,3955,temp,NA
4.21,3956,temp,NA
4.21,3957,temp,NA
4.21,3958,temp,NA
4.21,3959,temp,NA
4.21,3960,temp,NA
4.21,3961,temp,NA
4.21,3962,temp,NA
4.21,3963,temp,NA
4.21,3964,temp,NA
4.21,3965,temp,NA
4.21,3966,temp,NA
4.21,3967,temp,NA
4.21,3968,temp,NA
4.21,3969,temp,NA
4.21,3970,temp,NA
4.21,3971,temp,NA
4.21,3972,temp,NA
4.21,3973,temp,NA
4.21,3974,temp,NA
4.21,3975,temp,NA
4.21,3976,temp,NA
4.21,3977,temp,NA
4.21,3978,temp,NA
4.21,3979,temp,NA
4.21,3980,temp,NA
4.21,3981,temp,NA
4.21,3982,temp,NA
4.21,3983,temp,NA
4.21,3984,temp,NA
-0,3985,temp,NA
-0,3986,temp,NA
-0,3987,temp,NA
-0,3988,temp,NA
-0,3989,temp,NA
-0,3990,temp,NA
-0,3991,temp,NA
-0,3992,temp,NA
-0,3993,temp,NA
-0,3994,temp,NA
-0,3995,temp,NA
-0,3996,temp,NA
-0,3997,temp,NA
-0,3998,temp,NA
-0,3999,temp,NA
-0,4000,temp,NA
-0,4001,temp,NA
-0,4002,temp,NA
-0,4003,temp,NA
-0,4004,temp,NA
-0,4005,temp,NA
-0,4006,temp,NA
-0,4007,temp,NA
-0,4008,temp,NA
-0,4009,temp,NA
-0,4010,temp,NA
-0,4011,temp,NA
-0,4012,temp,NA
-0,4013,temp,NA
-0,4014,temp,NA
-0,4015,temp,NA
