j_day,host_spp,host_den
2585,rodent,200
2586,deer,20
2586,rodent,200
2587,deer,20
2587,rodent,200
2588,deer,20
2588,rodent,200
2589,deer,20
2589,rodent,200
2590,deer,20
2590,rodent,200
2591,deer,20
2591,rodent,200
2592,deer,20
2592,rodent,200
2593,deer,20
2593,rodent,200
2594,deer,20
2594,rodent,200
2595,deer,20
2595,rodent,200
2596,deer,20
2596,rodent,200
2597,deer,20
2597,rodent,200
2598,deer,20
2598,rodent,200
2599,deer,20
2599,rodent,200
2600,deer,20
2600,rodent,200
2601,deer,20
2601,rodent,200
2602,deer,20
2602,rodent,200
2603,deer,20
2603,rodent,200
2604,deer,20
2604,rodent,200
2605,deer,20
2605,rodent,200
2606,deer,20
2606,rodent,200
2607,deer,20
2607,rodent,200
2608,deer,20
2608,rodent,200
2609,deer,20
2609,rodent,200
2610,deer,20
2610,rodent,200
2611,deer,20
2611,rodent,200
2612,deer,20
2612,rodent,200
2613,deer,20
2613,rodent,200
2614,deer,20
2614,rodent,200
2615,deer,20
2615,rodent,200
2616,deer,20
2616,rodent,200
2617,deer,20
2617,rodent,200
2618,deer,20
2618,rodent,200
2619,deer,20
2619,rodent,200
2620,deer,20
2620,rodent,200
2621,deer,20
2621,rodent,200
2622,deer,20
2622,rodent,200
2623,deer,20
2623,rodent,200
2624,deer,20
2624,rodent,200
2625,deer,20
2625,rodent,200
2626,deer,20
2626,rodent,200
2627,deer,20
2627,rodent,200
2628,deer,20
2628,rodent,200
2629,deer,20
2629,rodent,200
2630,deer,20
2630,rodent,200
2631,deer,20
2631,rodent,200
2632,deer,20
2632,rodent,200
2633,deer,20
2633,rodent,200
2634,deer,20
2634,rodent,200
2635,deer,20
2635,rodent,200
2636,deer,20
2636,rodent,200
2637,deer,20
2637,rodent,200
2638,deer,20
2638,rodent,200
2639,deer,20
2639,rodent,200
2640,deer,20
2640,rodent,200
2641,deer,20
2641,rodent,200
2642,deer,20
2642,rodent,200
2643,deer,20
2643,rodent,200
2644,deer,20
2644,rodent,200
2645,deer,20
2645,rodent,200
2646,deer,20
2646,rodent,200
2647,deer,20
2647,rodent,200
2648,deer,20
2648,rodent,200
2649,deer,20
2649,rodent,200
2650,deer,20
2650,rodent,200
2651,deer,20
2651,rodent,200
2652,deer,20
2652,rodent,200
2653,deer,20
2653,rodent,200
2654,deer,20
2654,rodent,200
2655,deer,20
2655,rodent,200
2656,deer,20
2656,rodent,200
2657,deer,20
2657,rodent,200
2658,deer,20
2658,rodent,200
2659,deer,20
2659,rodent,200
2660,deer,20
2660,rodent,200
2661,deer,20
2661,rodent,200
2662,deer,20
2662,rodent,200
2663,deer,20
2663,rodent,200
2664,deer,20
2664,rodent,200
2665,deer,20
2665,rodent,200
2666,deer,20
2666,rodent,200
2667,deer,20
2667,rodent,200
2668,deer,20
2668,rodent,200
2669,deer,20
2669,rodent,200
2670,deer,20
2670,rodent,200
2671,deer,20
2671,rodent,200
2672,deer,20
2672,rodent,200
2673,deer,20
2673,rodent,200
2674,deer,20
2674,rodent,200
2675,deer,20
2675,rodent,200
2676,deer,20
2676,rodent,200
2677,deer,20
2677,rodent,200
2678,deer,20
2678,rodent,200
2679,deer,20
2679,rodent,200
2680,deer,20
2680,rodent,200
2681,deer,20
2681,rodent,200
2682,deer,20
2682,rodent,200
2683,deer,20
2683,rodent,200
2684,deer,20
2684,rodent,200
2685,deer,20
2685,rodent,200
2686,deer,20
2686,rodent,200
2687,deer,20
2687,rodent,200
2688,deer,20
2688,rodent,200
2689,deer,20
2689,rodent,200
2690,deer,20
2690,rodent,200
2691,deer,20
2691,rodent,200
2692,deer,20
2692,rodent,200
2693,deer,20
2693,rodent,200
2694,deer,20
2694,rodent,200
2695,deer,20
2695,rodent,200
2696,deer,20
2696,rodent,200
2697,deer,20
2697,rodent,200
2698,deer,20
2698,rodent,200
2699,deer,20
2699,rodent,200
2700,deer,20
2700,rodent,200
2701,deer,20
2701,rodent,200
2702,deer,20
2702,rodent,200
2703,deer,20
2703,rodent,200
2704,deer,20
2704,rodent,200
2705,deer,20
2705,rodent,200
2706,deer,20
2706,rodent,200
2707,deer,20
2707,rodent,200
2708,deer,20
2708,rodent,200
2709,deer,20
2709,rodent,200
2710,deer,20
2710,rodent,200
2711,deer,20
2711,rodent,200
2712,deer,20
2712,rodent,200
2713,deer,20
2713,rodent,200
2714,deer,20
2714,rodent,200
2715,deer,20
2715,rodent,200
2716,deer,20
2716,rodent,200
2717,deer,20
2717,rodent,200
2718,deer,20
2718,rodent,200
2719,deer,20
2719,rodent,200
2720,deer,20
2720,rodent,200
2721,deer,20
2721,rodent,200
2722,deer,20
2722,rodent,200
2723,deer,20
2723,rodent,200
2724,deer,20
2724,rodent,200
2725,deer,20
2725,rodent,200
2726,deer,20
2726,rodent,200
2727,deer,20
2727,rodent,200
2728,deer,20
2728,rodent,200
2729,deer,20
2729,rodent,200
2730,deer,20
2730,rodent,200
2731,deer,20
2731,rodent,200
2732,deer,20
2732,rodent,200
2733,deer,20
2733,rodent,200
2734,deer,20
2734,rodent,200
2735,deer,20
2735,rodent,200
2736,deer,20
2736,rodent,200
2737,deer,20
2737,rodent,200
2738,deer,20
2738,rodent,200
2739,deer,20
2739,rodent,200
2740,deer,20
2740,rodent,200
2741,deer,20
2741,rodent,200
2742,deer,20
2742,rodent,200
2743,deer,20
2743,rodent,200
2744,deer,20
2744,rodent,200
2745,deer,20
2745,rodent,200
2746,deer,20
2746,rodent,200
2747,deer,20
2747,rodent,200
2748,deer,20
2748,rodent,200
2749,deer,20
2749,rodent,200
2750,deer,20
2750,rodent,200
2751,deer,20
2751,rodent,200
2752,deer,20
2752,rodent,200
2753,deer,20
2753,rodent,200
2754,deer,20
2754,rodent,200
2755,deer,20
2755,rodent,200
2756,deer,20
2756,rodent,200
2757,deer,20
2757,rodent,200
2758,deer,20
2758,rodent,200
2759,deer,20
2759,rodent,200
2760,deer,20
2760,rodent,200
2761,deer,20
2761,rodent,200
2762,deer,20
2762,rodent,200
2763,deer,20
2763,rodent,200
2764,deer,20
2764,rodent,200
2765,deer,20
2765,rodent,200
2766,deer,20
2766,rodent,200
2767,deer,20
2767,rodent,200
2768,deer,20
2768,rodent,200
2769,deer,20
2769,rodent,200
2770,deer,20
2770,rodent,200
2771,deer,20
2771,rodent,200
2772,deer,20
2772,rodent,200
2773,deer,20
2773,rodent,200
2774,deer,20
2774,rodent,200
2775,deer,20
2775,rodent,200
2776,deer,20
2776,rodent,200
2777,deer,20
2777,rodent,200
2778,deer,20
2778,rodent,200
2779,deer,20
2779,rodent,200
2780,deer,20
2780,rodent,200
2781,deer,20
2781,rodent,200
2782,deer,20
2782,rodent,200
2783,deer,20
2783,rodent,200
2784,deer,20
2784,rodent,200
2785,deer,20
2785,rodent,200
2786,deer,20
2786,rodent,200
2787,deer,20
2787,rodent,200
2788,deer,20
2788,rodent,200
2789,deer,20
2789,rodent,200
2790,deer,20
2790,rodent,200
2791,deer,20
2791,rodent,200
2792,deer,20
2792,rodent,200
2793,deer,20
2793,rodent,200
2794,deer,20
2794,rodent,200
2795,deer,20
2795,rodent,200
2796,deer,20
2796,rodent,200
2797,deer,20
2797,rodent,200
2798,deer,20
2798,rodent,200
2799,deer,20
2799,rodent,200
2800,deer,20
2800,rodent,200
2801,deer,20
2801,rodent,200
2802,deer,20
2802,rodent,200
2803,deer,20
2803,rodent,200
2804,deer,20
2804,rodent,200
2805,deer,20
2805,rodent,200
2806,deer,20
2806,rodent,200
2807,deer,20
2807,rodent,200
2808,deer,20
2808,rodent,200
2809,deer,20
2809,rodent,200
2810,deer,20
2810,rodent,200
2811,deer,20
2811,rodent,200
2812,deer,20
2812,rodent,200
2813,deer,20
2813,rodent,200
2814,deer,20
2814,rodent,200
2815,deer,20
2815,rodent,200
2816,deer,20
2816,rodent,200
2817,deer,20
2817,rodent,200
2818,deer,20
2818,rodent,200
2819,deer,20
2819,rodent,200
2820,deer,20
2820,rodent,200
2821,deer,20
2821,rodent,200
2822,deer,20
2822,rodent,200
2823,deer,20
2823,rodent,200
2824,deer,20
2824,rodent,200
2825,deer,20
2825,rodent,200
2826,deer,20
2826,rodent,200
2827,deer,20
2827,rodent,200
2828,deer,20
2828,rodent,200
2829,deer,20
2829,rodent,200
2830,deer,20
2830,rodent,200
2831,deer,20
2831,rodent,200
2832,deer,20
2832,rodent,200
2833,deer,20
2833,rodent,200
2834,deer,20
2834,rodent,200
2835,deer,20
2835,rodent,200
2836,deer,20
2836,rodent,200
2837,deer,20
2837,rodent,200
2838,deer,20
2838,rodent,200
2839,deer,20
2839,rodent,200
2840,deer,20
2840,rodent,200
2841,deer,20
2841,rodent,200
2842,deer,20
2842,rodent,200
2843,deer,20
2843,rodent,200
2844,deer,20
2844,rodent,200
2845,deer,20
2845,rodent,200
2846,deer,20
2846,rodent,200
2847,deer,20
2847,rodent,200
2848,deer,20
2848,rodent,200
2849,deer,20
2849,rodent,200
2850,deer,20
2850,rodent,200
2851,deer,20
2851,rodent,200
2852,deer,20
2852,rodent,200
2853,deer,20
2853,rodent,200
2854,deer,20
2854,rodent,200
2855,deer,20
2855,rodent,200
2856,deer,20
2856,rodent,200
2857,deer,20
2857,rodent,200
2858,deer,20
2858,rodent,200
2859,deer,20
2859,rodent,200
2860,deer,20
2860,rodent,200
2861,deer,20
2861,rodent,200
2862,deer,20
2862,rodent,200
2863,deer,20
2863,rodent,200
2864,deer,20
2864,rodent,200
2865,deer,20
2865,rodent,200
2866,deer,20
2866,rodent,200
2867,deer,20
2867,rodent,200
2868,deer,20
2868,rodent,200
2869,deer,20
2869,rodent,200
2870,deer,20
2870,rodent,200
2871,deer,20
2871,rodent,200
2872,deer,20
2872,rodent,200
2873,deer,20
2873,rodent,200
2874,deer,20
2874,rodent,200
2875,deer,20
2875,rodent,200
2876,deer,20
2876,rodent,200
2877,deer,20
2877,rodent,200
2878,deer,20
2878,rodent,200
2879,deer,20
2879,rodent,200
2880,deer,20
2880,rodent,200
2881,deer,20
2881,rodent,200
2882,deer,20
2882,rodent,200
2883,deer,20
2883,rodent,200
2884,deer,20
2884,rodent,200
2885,deer,20
2885,rodent,200
2886,deer,20
2886,rodent,200
2887,deer,20
2887,rodent,200
2888,deer,20
2888,rodent,200
2889,deer,20
2889,rodent,200
2890,deer,20
2890,rodent,200
2891,deer,20
2891,rodent,200
2892,deer,20
2892,rodent,200
2893,deer,20
2893,rodent,200
2894,deer,20
2894,rodent,200
2895,deer,20
2895,rodent,200
2896,deer,20
2896,rodent,200
2897,deer,20
2897,rodent,200
2898,deer,20
2898,rodent,200
2899,deer,20
2899,rodent,200
2900,deer,20
2900,rodent,200
2901,deer,20
2901,rodent,200
2902,deer,20
2902,rodent,200
2903,deer,20
2903,rodent,200
2904,deer,20
2904,rodent,200
2905,deer,20
2905,rodent,200
2906,deer,20
2906,rodent,200
2907,deer,20
2907,rodent,200
2908,deer,20
2908,rodent,200
2909,deer,20
2909,rodent,200
2910,deer,20
2910,rodent,200
2911,deer,20
2911,rodent,200
2912,deer,20
2912,rodent,200
2913,deer,20
2913,rodent,200
2914,deer,20
2914,rodent,200
2915,deer,20
2915,rodent,200
2916,deer,20
2916,rodent,200
2917,deer,20
2917,rodent,200
2918,deer,20
2918,rodent,200
2919,deer,20
2919,rodent,200
2920,deer,20
2920,rodent,200
2921,deer,20
2921,rodent,200
2922,deer,20
2922,rodent,200
2923,deer,20
2923,rodent,200
2924,deer,20
2924,rodent,200
2925,deer,20
2925,rodent,200
2926,deer,20
2926,rodent,200
2927,deer,20
2927,rodent,200
2928,deer,20
2928,rodent,200
2929,deer,20
2929,rodent,200
2930,deer,20
2930,rodent,200
2931,deer,20
2931,rodent,200
2932,deer,20
2932,rodent,200
2933,deer,20
2933,rodent,200
2934,deer,20
2934,rodent,200
2935,deer,20
2935,rodent,200
2936,deer,20
2936,rodent,200
2937,deer,20
2937,rodent,200
2938,deer,20
2938,rodent,200
2939,deer,20
2939,rodent,200
2940,deer,20
2940,rodent,200
2941,deer,20
2941,rodent,200
2942,deer,20
2942,rodent,200
2943,deer,20
2943,rodent,200
2944,deer,20
2944,rodent,200
2945,deer,20
2945,rodent,200
2946,deer,20
2946,rodent,200
2947,deer,20
2947,rodent,200
2948,deer,20
2948,rodent,200
2949,deer,20
2949,rodent,200
2950,deer,20
2950,rodent,200
2951,deer,20
2951,rodent,200
2952,deer,20
2952,rodent,200
2953,deer,20
2953,rodent,200
2954,deer,20
2954,rodent,200
2955,deer,20
2955,rodent,200
2956,deer,20
2956,rodent,200
2957,deer,20
2957,rodent,200
2958,deer,20
2958,rodent,200
2959,deer,20
2959,rodent,200
2960,deer,20
2960,rodent,200
2961,deer,20
2961,rodent,200
2962,deer,20
2962,rodent,200
2963,deer,20
2963,rodent,200
2964,deer,20
2964,rodent,200
2965,deer,20
2965,rodent,200
2966,deer,20
2966,rodent,200
2967,deer,20
2967,rodent,200
2968,deer,20
2968,rodent,200
2969,deer,20
2969,rodent,200
2970,deer,20
2970,rodent,200
2971,deer,20
2971,rodent,200
2972,deer,20
2972,rodent,200
2973,deer,20
2973,rodent,200
2974,deer,20
2974,rodent,200
2975,deer,20
2975,rodent,200
2976,deer,20
2976,rodent,200
2977,deer,20
2977,rodent,200
2978,deer,20
2978,rodent,200
2979,deer,20
2979,rodent,200
2980,deer,20
2980,rodent,200
2981,deer,20
2981,rodent,200
2982,deer,20
2982,rodent,200
2983,deer,20
2983,rodent,200
2984,deer,20
2984,rodent,200
2985,deer,20
2985,rodent,200
2986,deer,20
2986,rodent,200
2987,deer,20
2987,rodent,200
2988,deer,20
2988,rodent,200
2989,deer,20
2989,rodent,200
2990,deer,20
2990,rodent,200
2991,deer,20
2991,rodent,200
2992,deer,20
2992,rodent,200
2993,deer,20
2993,rodent,200
2994,deer,20
2994,rodent,200
2995,deer,20
2995,rodent,200
2996,deer,20
2996,rodent,200
2997,deer,20
2997,rodent,200
2998,deer,20
2998,rodent,200
2999,deer,20
2999,rodent,200
3000,deer,20
3000,rodent,200
3001,deer,20
3001,rodent,200
3002,deer,20
3002,rodent,200
3003,deer,20
3003,rodent,200
3004,deer,20
3004,rodent,200
3005,deer,20
3005,rodent,200
3006,deer,20
3006,rodent,200
3007,deer,20
3007,rodent,200
3008,deer,20
3008,rodent,200
3009,deer,20
3009,rodent,200
3010,deer,20
3010,rodent,200
3011,deer,20
3011,rodent,200
3012,deer,20
3012,rodent,200
3013,deer,20
3013,rodent,200
3014,deer,20
3014,rodent,200
3015,deer,20
3015,rodent,200
3016,deer,20
3016,rodent,200
3017,deer,20
3017,rodent,200
3018,deer,20
3018,rodent,200
3019,deer,20
3019,rodent,200
3020,deer,20
3020,rodent,200
3021,deer,20
3021,rodent,200
3022,deer,20
3022,rodent,200
3023,deer,20
3023,rodent,200
3024,deer,20
3024,rodent,200
3025,deer,20
3025,rodent,200
3026,deer,20
3026,rodent,200
3027,deer,20
3027,rodent,200
3028,deer,20
3028,rodent,200
3029,deer,20
3029,rodent,200
3030,deer,20
3030,rodent,200
3031,deer,20
3031,rodent,200
3032,deer,20
3032,rodent,200
3033,deer,20
3033,rodent,200
3034,deer,20
3034,rodent,200
3035,deer,20
3035,rodent,200
3036,deer,20
3036,rodent,200
3037,deer,20
3037,rodent,200
3038,deer,20
3038,rodent,200
3039,deer,20
3039,rodent,200
3040,deer,20
3040,rodent,200
3041,deer,20
3041,rodent,200
3042,deer,20
3042,rodent,200
3043,deer,20
3043,rodent,200
3044,deer,20
3044,rodent,200
3045,deer,20
3045,rodent,200
3046,deer,20
3046,rodent,200
3047,deer,20
3047,rodent,200
3048,deer,20
3048,rodent,200
3049,deer,20
3049,rodent,200
3050,deer,20
3050,rodent,200
3051,deer,20
3051,rodent,200
3052,deer,20
3052,rodent,200
3053,deer,20
3053,rodent,200
3054,deer,20
3054,rodent,200
3055,deer,20
3055,rodent,200
3056,deer,20
3056,rodent,200
3057,deer,20
3057,rodent,200
3058,deer,20
3058,rodent,200
3059,deer,20
3059,rodent,200
3060,deer,20
3060,rodent,200
3061,deer,20
3061,rodent,200
3062,deer,20
3062,rodent,200
3063,deer,20
3063,rodent,200
3064,deer,20
3064,rodent,200
3065,deer,20
3065,rodent,200
3066,deer,20
3066,rodent,200
3067,deer,20
3067,rodent,200
3068,deer,20
3068,rodent,200
3069,deer,20
3069,rodent,200
3070,deer,20
3070,rodent,200
3071,deer,20
3071,rodent,200
3072,deer,20
3072,rodent,200
3073,deer,20
3073,rodent,200
3074,deer,20
3074,rodent,200
3075,deer,20
3075,rodent,200
3076,deer,20
3076,rodent,200
3077,deer,20
3077,rodent,200
3078,deer,20
3078,rodent,200
3079,deer,20
3079,rodent,200
3080,deer,20
3080,rodent,200
3081,deer,20
3081,rodent,200
3082,deer,20
3082,rodent,200
3083,deer,20
3083,rodent,200
3084,deer,20
3084,rodent,200
3085,deer,20
3085,rodent,200
3086,deer,20
3086,rodent,200
3087,deer,20
3087,rodent,200
3088,deer,20
3088,rodent,200
3089,deer,20
3089,rodent,200
3090,deer,20
3090,rodent,200
3091,deer,20
3091,rodent,200
3092,deer,20
3092,rodent,200
3093,deer,20
3093,rodent,200
3094,deer,20
3094,rodent,200
3095,deer,20
3095,rodent,200
3096,deer,20
3096,rodent,200
3097,deer,20
3097,rodent,200
3098,deer,20
3098,rodent,200
3099,deer,20
3099,rodent,200
3100,deer,20
3100,rodent,200
3101,deer,20
3101,rodent,200
3102,deer,20
3102,rodent,200
3103,deer,20
3103,rodent,200
3104,deer,20
3104,rodent,200
3105,deer,20
3105,rodent,200
3106,deer,20
3106,rodent,200
3107,deer,20
3107,rodent,200
3108,deer,20
3108,rodent,200
3109,deer,20
3109,rodent,200
3110,deer,20
3110,rodent,200
3111,deer,20
3111,rodent,200
3112,deer,20
3112,rodent,200
3113,deer,20
3113,rodent,200
3114,deer,20
3114,rodent,200
3115,deer,20
3115,rodent,200
3116,deer,20
3116,rodent,200
3117,deer,20
3117,rodent,200
3118,deer,20
3118,rodent,200
3119,deer,20
3119,rodent,200
3120,deer,20
3120,rodent,200
3121,deer,20
3121,rodent,200
3122,deer,20
3122,rodent,200
3123,deer,20
3123,rodent,200
3124,deer,20
3124,rodent,200
3125,deer,20
3125,rodent,200
3126,deer,20
3126,rodent,200
3127,deer,20
3127,rodent,200
3128,deer,20
3128,rodent,200
3129,deer,20
3129,rodent,200
3130,deer,20
3130,rodent,200
3131,deer,20
3131,rodent,200
3132,deer,20
3132,rodent,200
3133,deer,20
3133,rodent,200
3134,deer,20
3134,rodent,200
3135,deer,20
3135,rodent,200
3136,deer,20
3136,rodent,200
3137,deer,20
3137,rodent,200
3138,deer,20
3138,rodent,200
3139,deer,20
3139,rodent,200
3140,deer,20
3140,rodent,200
3141,deer,20
3141,rodent,200
3142,deer,20
3142,rodent,200
3143,deer,20
3143,rodent,200
3144,deer,20
3144,rodent,200
3145,deer,20
3145,rodent,200
3146,deer,20
3146,rodent,200
3147,deer,20
3147,rodent,200
3148,deer,20
3148,rodent,200
3149,deer,20
3149,rodent,200
3150,deer,20
3150,rodent,200
3151,deer,20
3151,rodent,200
3152,deer,20
3152,rodent,200
3153,deer,20
3153,rodent,200
3154,deer,20
3154,rodent,200
3155,deer,20
3155,rodent,200
3156,deer,20
3156,rodent,200
3157,deer,20
3157,rodent,200
3158,deer,20
3158,rodent,200
3159,deer,20
3159,rodent,200
3160,deer,20
3160,rodent,200
3161,deer,20
3161,rodent,200
3162,deer,20
3162,rodent,200
3163,deer,20
3163,rodent,200
3164,deer,20
3164,rodent,200
3165,deer,20
3165,rodent,200
3166,deer,20
3166,rodent,200
3167,deer,20
3167,rodent,200
3168,deer,20
3168,rodent,200
3169,deer,20
3169,rodent,200
3170,deer,20
3170,rodent,200
3171,deer,20
3171,rodent,200
3172,deer,20
3172,rodent,200
3173,deer,20
3173,rodent,200
3174,deer,20
3174,rodent,200
3175,deer,20
3175,rodent,200
3176,deer,20
3176,rodent,200
3177,deer,20
3177,rodent,200
3178,deer,20
3178,rodent,200
3179,deer,20
3179,rodent,200
3180,deer,20
3180,rodent,200
3181,deer,20
3181,rodent,200
3182,deer,20
3182,rodent,200
3183,deer,20
3183,rodent,200
3184,deer,20
3184,rodent,200
3185,deer,20
3185,rodent,200
3186,deer,20
3186,rodent,200
3187,deer,20
3187,rodent,200
3188,deer,20
3188,rodent,200
3189,deer,20
3189,rodent,200
3190,deer,20
3190,rodent,200
3191,deer,20
3191,rodent,200
3192,deer,20
3192,rodent,200
3193,deer,20
3193,rodent,200
3194,deer,20
3194,rodent,200
3195,deer,20
3195,rodent,200
3196,deer,20
3196,rodent,200
3197,deer,20
3197,rodent,200
3198,deer,20
3198,rodent,200
3199,deer,20
3199,rodent,200
3200,deer,20
3200,rodent,200
3201,deer,20
3201,rodent,200
3202,deer,20
3202,rodent,200
3203,deer,20
3203,rodent,200
3204,deer,20
3204,rodent,200
3205,deer,20
3205,rodent,200
3206,deer,20
3206,rodent,200
3207,deer,20
3207,rodent,200
3208,deer,20
3208,rodent,200
3209,deer,20
3209,rodent,200
3210,deer,20
3210,rodent,200
3211,deer,20
3211,rodent,200
3212,deer,20
3212,rodent,200
3213,deer,20
3213,rodent,200
3214,deer,20
3214,rodent,200
3215,deer,20
3215,rodent,200
3216,deer,20
3216,rodent,200
3217,deer,20
3217,rodent,200
3218,deer,20
3218,rodent,200
3219,deer,20
3219,rodent,200
3220,deer,20
3220,rodent,200
3221,deer,20
3221,rodent,200
3222,deer,20
3222,rodent,200
3223,deer,20
3223,rodent,200
3224,deer,20
3224,rodent,200
3225,deer,20
3225,rodent,200
3226,deer,20
3226,rodent,200
3227,deer,20
3227,rodent,200
3228,deer,20
3228,rodent,200
3229,deer,20
3229,rodent,200
3230,deer,20
3230,rodent,200
3231,deer,20
3231,rodent,200
3232,deer,20
3232,rodent,200
3233,deer,20
3233,rodent,200
3234,deer,20
3234,rodent,200
3235,deer,20
3235,rodent,200
3236,deer,20
3236,rodent,200
3237,deer,20
3237,rodent,200
3238,deer,20
3238,rodent,200
3239,deer,20
3239,rodent,200
3240,deer,20
3240,rodent,200
3241,deer,20
3241,rodent,200
3242,deer,20
3242,rodent,200
3243,deer,20
3243,rodent,200
3244,deer,20
3244,rodent,200
3245,deer,20
3245,rodent,200
3246,deer,20
3246,rodent,200
3247,deer,20
3247,rodent,200
3248,deer,20
3248,rodent,200
3249,deer,20
3249,rodent,200
3250,deer,20
3250,rodent,200
3251,deer,20
3251,rodent,200
3252,deer,20
3252,rodent,200
3253,deer,20
3253,rodent,200
3254,deer,20
3254,rodent,200
3255,deer,20
3255,rodent,200
3256,deer,20
3256,rodent,200
3257,deer,20
3257,rodent,200
3258,deer,20
3258,rodent,200
3259,deer,20
3259,rodent,200
3260,deer,20
3260,rodent,200
3261,deer,20
3261,rodent,200
3262,deer,20
3262,rodent,200
3263,deer,20
3263,rodent,200
3264,deer,20
3264,rodent,200
3265,deer,20
3265,rodent,200
3266,deer,20
3266,rodent,200
3267,deer,20
3267,rodent,200
3268,deer,20
3268,rodent,200
3269,deer,20
3269,rodent,200
3270,deer,20
3270,rodent,200
3271,deer,20
3271,rodent,200
3272,deer,20
3272,rodent,200
3273,deer,20
3273,rodent,200
3274,deer,20
3274,rodent,200
3275,deer,20
3275,rodent,200
3276,deer,20
3276,rodent,200
3277,deer,20
3277,rodent,200
3278,deer,20
3278,rodent,200
3279,deer,20
3279,rodent,200
3280,deer,20
3280,rodent,200
3281,deer,20
3281,rodent,200
3282,deer,20
3282,rodent,200
3283,deer,20
3283,rodent,200
3284,deer,20
3284,rodent,200
3285,deer,20
3285,rodent,200
3286,deer,20
3286,rodent,200
3287,deer,20
3287,rodent,200
3288,deer,20
3288,rodent,200
3289,deer,20
3289,rodent,200
3290,deer,20
3290,rodent,200
3291,deer,20
3291,rodent,200
3292,deer,20
3292,rodent,200
3293,deer,20
3293,rodent,200
3294,deer,20
3294,rodent,200
3295,deer,20
3295,rodent,200
3296,deer,20
3296,rodent,200
3297,deer,20
3297,rodent,200
3298,deer,20
3298,rodent,200
3299,deer,20
3299,rodent,200
3300,deer,20
3300,rodent,200
3301,deer,20
3301,rodent,200
3302,deer,20
3302,rodent,200
3303,deer,20
3303,rodent,200
3304,deer,20
3304,rodent,200
3305,deer,20
3305,rodent,200
3306,deer,20
3306,rodent,200
3307,deer,20
3307,rodent,200
3308,deer,20
3308,rodent,200
3309,deer,20
3309,rodent,200
3310,deer,20
3310,rodent,200
3311,deer,20
3311,rodent,200
3312,deer,20
3312,rodent,200
3313,deer,20
3313,rodent,200
3314,deer,20
3314,rodent,200
3315,deer,20
3315,rodent,200
3316,deer,20
3316,rodent,200
3317,deer,20
3317,rodent,200
3318,deer,20
3318,rodent,200
3319,deer,20
3319,rodent,200
3320,deer,20
3320,rodent,200
3321,deer,20
3321,rodent,200
3322,deer,20
3322,rodent,200
3323,deer,20
3323,rodent,200
3324,deer,20
3324,rodent,200
3325,deer,20
3325,rodent,200
3326,deer,20
3326,rodent,200
3327,deer,20
3327,rodent,200
3328,deer,20
3328,rodent,200
3329,deer,20
3329,rodent,200
3330,deer,20
3330,rodent,200
3331,deer,20
3331,rodent,200
3332,deer,20
3332,rodent,200
3333,deer,20
3333,rodent,200
3334,deer,20
3334,rodent,200
3335,deer,20
3335,rodent,200
3336,deer,20
3336,rodent,200
3337,deer,20
3337,rodent,200
3338,deer,20
3338,rodent,200
3339,deer,20
3339,rodent,200
3340,deer,20
3340,rodent,200
3341,deer,20
3341,rodent,200
3342,deer,20
3342,rodent,200
3343,deer,20
3343,rodent,200
3344,deer,20
3344,rodent,200
3345,deer,20
3345,rodent,200
3346,deer,20
3346,rodent,200
3347,deer,20
3347,rodent,200
3348,deer,20
3348,rodent,200
3349,deer,20
3349,rodent,200
3350,deer,20
3350,rodent,200
3351,deer,20
3351,rodent,200
3352,deer,20
3352,rodent,200
3353,deer,20
3353,rodent,200
3354,deer,20
3354,rodent,200
3355,deer,20
3355,rodent,200
3356,deer,20
3356,rodent,200
3357,deer,20
3357,rodent,200
3358,deer,20
3358,rodent,200
3359,deer,20
3359,rodent,200
3360,deer,20
3360,rodent,200
3361,deer,20
3361,rodent,200
3362,deer,20
3362,rodent,200
3363,deer,20
3363,rodent,200
3364,deer,20
3364,rodent,200
3365,deer,20
3365,rodent,200
3366,deer,20
3366,rodent,200
3367,deer,20
3367,rodent,200
3368,deer,20
3368,rodent,200
3369,deer,20
3369,rodent,200
3370,deer,20
3370,rodent,200
3371,deer,20
3371,rodent,200
3372,deer,20
3372,rodent,200
3373,deer,20
3373,rodent,200
3374,deer,20
3374,rodent,200
3375,deer,20
3375,rodent,200
3376,deer,20
3376,rodent,200
3377,deer,20
3377,rodent,200
3378,deer,20
3378,rodent,200
3379,deer,20
3379,rodent,200
3380,deer,20
3380,rodent,200
3381,deer,20
3381,rodent,200
3382,deer,20
3382,rodent,200
3383,deer,20
3383,rodent,200
3384,deer,20
3384,rodent,200
3385,deer,20
3385,rodent,200
3386,deer,20
3386,rodent,200
3387,deer,20
3387,rodent,200
3388,deer,20
3388,rodent,200
3389,deer,20
3389,rodent,200
3390,deer,20
3390,rodent,200
3391,deer,20
3391,rodent,200
3392,deer,20
3392,rodent,200
3393,deer,20
3393,rodent,200
3394,deer,20
3394,rodent,200
3395,deer,20
3395,rodent,200
3396,deer,20
3396,rodent,200
3397,deer,20
3397,rodent,200
3398,deer,20
3398,rodent,200
3399,deer,20
3399,rodent,200
3400,deer,20
3400,rodent,200
3401,deer,20
3401,rodent,200
3402,deer,20
3402,rodent,200
3403,deer,20
3403,rodent,200
3404,deer,20
3404,rodent,200
3405,deer,20
3405,rodent,200
3406,deer,20
3406,rodent,200
3407,deer,20
3407,rodent,200
